The current matrix stores the currents between nodes in the circuit.
Entry with (row, column) indexes (A, B) identifies a current flowing from node A to node B, while the corresponding (B, A) entry is empty.
Current matrix: 
0	0.125612	0	0	0	0	0	0.0546492	0	0	0
0	0	0.125612	0	0	0	0	0	0	0	0
0	0	0	0.281403	0	0	0	0	0	0	0
0	0	0	0	0.155791	0	0	0.125612	0	0	0
0	0	0	0	0	0.155791	0	0	0	0	0
0	0	0	0	0	0	0.155791	0	0	0	0
0.180261	0	0	0	0	0	0	0	0	0	0
0	0	0.155791	0	0	0	0	0	0.0244698	0	0
0	0	0	0	0	0	0	0	0	0.0244698	0
0	0	0	0	0	0	0	0	0	0	0.0244698
0	0	0	0	0	0	0.0244698	0	0	0	0
